Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023-06-09 09:33:35-05:30,25,female,few times per month,groceries and gourmet food;beauty and personal care;others,sometimes,few times per month,keyword,first page,1,maybe,always,changed my mind or no longer need the item,rarely,yes,occasionally,no,yes,3,5,user-friendly website/app interface,customer service responsiveness,579820
2023-06-05 10:37:36-05:30,20,male,multiple times per week,groceries and gourmet food;beauty and personal care;others,yes,few times per month,keyword,multiple pages,2,no,never,found a better price elsewhere,never,yes,rarely,yes,sometimes,1,4,quick delivery,user interface,946969
2023-06-04 22:37:00-05:30,36,others,once a month,groceries and gourmet food;clothing and fashion;others,yes,multiple times a day,filter,first page,4,no,sometimes,others,often,yes,occasionally,sometimes,yes,3,3,quick delivery,shipping speed and reliability,411370
2023-06-12 14:41:06-05:30,22,others,weekly,beauty and personal care;home and kitchen;others,no,rarely,categories,multiple pages,5,maybe,sometimes,others,never,no,occasionally,sometimes,no,2,1,customer service,scrolling option would be much better than going to next page,529353
2023-06-09 14:42:24-05:30,7,female,less than once a month,home and kitchen,no,multiple times a day,keyword,multiple pages,2,no,often,high shipping costs,often,no,rarely,no,sometimes,3,3,customer service,reducing packaging waste,207689
2023-06-07 22:20:09-05:30,17,others,once a month,groceries and gourmet food;home and kitchen,no,multiple times a day,categories,multiple pages,4,no,sometimes,high shipping costs,sometimes,no,heavily,yes,no,2,5,all the above,product quality and accuracy,646984
2023-06-04 18:31:41-05:30,20,others,weekly,groceries and gourmet food;beauty and personal care,sometimes,few times per week,categories,first page,2,no,sometimes,others,never,no,never,sometimes,sometimes,1,5,product recommendations,shipping speed and reliability,664163
2023-06-05 04:26:25-05:30,64,female,multiple times per week,groceries and gourmet food;beauty and personal care;clothing and fashion;others,sometimes,rarely,categories,multiple pages,1,no,sometimes,others,often,yes,rarely,sometimes,sometimes,5,2,product recommendations,better app interface and lower shipping charges,279461
2023-06-04 20:49:49-05:30,31,female,few times per month,beauty and personal care;clothing and fashion;home and kitchen,sometimes,few times per month,keyword,first page,3,yes,never,found a better price elsewhere,rarely,yes,never,yes,sometimes,2,1,wide product selection,product quality and accuracy,793150
2023-06-11 22:50:44-05:30,50,not_preferred,less than once a month,groceries and gourmet food;beauty and personal care,sometimes,multiple times a day,keyword,multiple pages,3,yes,always,high shipping costs,always,no,never,yes,yes,4,3,competitive prices,unknown,437962
2023-06-08 17:41:46-05:30,36,female,multiple times per week,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,yes,multiple times a day,categories,first page,3,no,often,changed my mind or no longer need the item,often,no,moderately,sometimes,no,5,1,product recommendations,i have no problem with amazon yet. but others tell me about the refund issues,386989
2023-06-08 03:25:14-05:30,29,female,multiple times per week,groceries and gourmet food;beauty and personal care;clothing and fashion,sometimes,multiple times a day,filter,first page,4,no,always,high shipping costs,sometimes,yes,rarely,yes,no,2,1,user-friendly website/app interface,no issues,709756
2023-06-09 10:31:15-05:30,7,male,once a month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,no,multiple times a day,keyword,multiple pages,2,yes,always,high shipping costs,often,yes,moderately,no,no,1,4,all the above,shipping speed and reliability,952863
2023-06-09 10:25:27-05:30,36,others,less than once a month,groceries and gourmet food;beauty and personal care,no,few times per month,others,first page,3,maybe,sometimes,others,never,yes,heavily,no,yes,1,2,competitive prices,user interface,651338
2023-06-06 10:17:06-05:30,12,not_preferred,less than once a month,beauty and personal care;home and kitchen,sometimes,few times per week,others,first page,5,no,never,high shipping costs,always,no,rarely,sometimes,yes,4,3,customer service,scrolling option would be much better than going to next page,412417
2023-06-07 14:16:43-05:30,13,female,multiple times per week,groceries and gourmet food;clothing and fashion;home and kitchen,no,multiple times a day,keyword,multiple pages,1,no,never,found a better price elsewhere,sometimes,no,heavily,yes,yes,3,1,unknown,scrolling option would be much better than going to next page,421188
2023-06-05 14:28:10-05:30,39,not_preferred,less than once a month,groceries and gourmet food;clothing and fashion,sometimes,few times per week,keyword,multiple pages,1,yes,sometimes,changed my mind or no longer need the item,never,yes,heavily,no,no,3,1,user-friendly website/app interface,better app interface and lower shipping charges,128909
2023-06-06 19:39:44-05:30,5,not_preferred,once a month,groceries and gourmet food;beauty and personal care;others,yes,multiple times a day,keyword,first page,3,no,always,high shipping costs,sometimes,yes,occasionally,yes,sometimes,5,1,all the above,no issues,196037
2023-06-06 19:40:11-05:30,62,male,once a month,beauty and personal care;home and kitchen,yes,few times per week,keyword,first page,1,no,always,changed my mind or no longer need the item,sometimes,no,rarely,yes,no,3,1,wide product selection,add more familiar brands to the list,342682
2023-06-12 09:40:22-05:30,57,female,multiple times per week,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,few times per month,keyword,first page,1,maybe,often,found a better price elsewhere,sometimes,yes,moderately,no,no,4,4,product recommendations,user interface,729601
2023-06-11 22:49:05-05:30,61,female,few times per month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen;others,no,rarely,keyword,first page,1,no,sometimes,high shipping costs,often,no,never,yes,no,1,5,competitive prices,customer service responsiveness,588180
2023-06-07 12:36:04-05:30,40,male,weekly,beauty and personal care;clothing and fashion,no,multiple times a day,keyword,multiple pages,3,yes,often,others,sometimes,no,moderately,no,sometimes,1,1,competitive prices,no issues,818488
2023-06-05 14:17:45-05:30,24,female,weekly,groceries and gourmet food;beauty and personal care;others,yes,few times per week,others,first page,5,no,rarely,others,never,no,occasionally,yes,sometimes,2,3,wide product selection,no issues,724867
2023-06-08 17:32:12-05:30,29,others,multiple times per week,groceries and gourmet food;clothing and fashion;others,no,few times per month,keyword,first page,2,no,rarely,changed my mind or no longer need the item,never,yes,moderately,yes,sometimes,3,1,competitive prices,quality of product is very poor according to the big offers,300609
2023-06-05 13:54:28-05:30,37,not_preferred,once a month,groceries and gourmet food;beauty and personal care,no,few times per week,keyword,first page,2,no,rarely,changed my mind or no longer need the item,sometimes,yes,never,sometimes,sometimes,3,1,wide product selection,better app interface and lower shipping charges,301310
2023-06-07 21:21:10-05:30,31,female,weekly,clothing and fashion,no,few times per week,categories,first page,5,yes,always,others,rarely,yes,rarely,yes,yes,4,4,customer service,no issues,353876
2023-06-07 23:05:19-05:30,28,female,multiple times per week,groceries and gourmet food;home and kitchen;others,yes,few times per week,others,first page,2,yes,sometimes,others,often,yes,occasionally,no,no,3,2,product recommendations,unknown,121691
2023-06-11 23:08:35-05:30,16,male,weekly,groceries and gourmet food;beauty and personal care;clothing and fashion,sometimes,few times per week,filter,first page,3,yes,always,others,always,yes,occasionally,no,no,4,4,wide product selection,customer service responsiveness,108289
2023-06-09 16:29:23-05:30,34,male,once a month,groceries and gourmet food;clothing and fashion,yes,few times per week,keyword,first page,5,no,rarely,others,never,yes,occasionally,sometimes,yes,2,5,customer service,no issues,283362
2023-06-07 15:58:52-05:30,12,not_preferred,once a month,groceries and gourmet food;home and kitchen,sometimes,rarely,keyword,first page,5,no,rarely,high shipping costs,never,yes,never,sometimes,yes,4,5,customer service,shipping speed and reliability,543327
2023-06-08 10:54:00-05:30,15,male,once a month,beauty and personal care,yes,few times per week,keyword,multiple pages,5,maybe,often,high shipping costs,sometimes,yes,moderately,sometimes,no,2,2,customer service,user interface,657927
2023-06-08 21:39:30-05:30,23,others,less than once a month,groceries and gourmet food;beauty and personal care;clothing and fashion,no,multiple times a day,categories,multiple pages,1,yes,always,high shipping costs,never,yes,rarely,no,sometimes,5,5,all the above,scrolling option would be much better than going to next page,507201
2023-06-07 15:13:52-05:30,14,female,less than once a month,groceries and gourmet food;home and kitchen;others,sometimes,rarely,filter,multiple pages,4,yes,rarely,found a better price elsewhere,always,no,occasionally,sometimes,yes,1,4,competitive prices,add more familiar brands to the list,538396
2023-06-08 07:33:15-05:30,43,female,few times per month,groceries and gourmet food;beauty and personal care;others,sometimes,few times per month,keyword,first page,3,maybe,rarely,changed my mind or no longer need the item,always,yes,heavily,sometimes,yes,5,3,competitive prices,shipping speed and reliability,266313
2023-06-04 23:27:53-05:30,45,others,multiple times per week,groceries and gourmet food;clothing and fashion;home and kitchen;others,sometimes,rarely,others,first page,3,yes,always,changed my mind or no longer need the item,always,yes,never,sometimes,no,1,4,user-friendly website/app interface,no issues,122852
2023-06-06 18:43:02-05:30,67,male,weekly,groceries and gourmet food;clothing and fashion;home and kitchen,no,few times per week,keyword,multiple pages,1,maybe,always,found a better price elsewhere,often,no,rarely,yes,sometimes,5,1,quick delivery,no issues,348260
2023-06-06 18:44:04-05:30,33,female,few times per month,groceries and gourmet food;beauty and personal care;clothing and fashion;home and kitchen,yes,few times per week,filter,first page,1,no,never,found a better price elsewhere,always,yes,never,yes,yes,1,2,quick delivery,user interface,231284
2023-06-06 21:08:39-05:30,25,female,once a month,groceries and gourmet food;beauty and personal care;others,sometimes,few times per week,keyword,multiple pages,4,yes,never,high shipping costs,never,no,rarely,no,yes,5,4,competitive prices,product quality and accuracy,151725
2023-06-07 22:16:54-05:30,49,female,multiple times per week,clothing and fashion;home and kitchen;others,yes,few times per week,others,multiple pages,2,yes,always,high shipping costs,often,yes,moderately,yes,yes,4,2,quick delivery,no issues,913163
2023-06-07 22:35:06-05:30,29,not_preferred,few times per month,beauty and personal care;clothing and fashion;home and kitchen;others,no,multiple times a day,keyword,multiple pages,4,yes,sometimes,others,rarely,yes,rarely,no,yes,5,1,product recommendations,no issues,619156
2023-06-06 19:08:47-05:30,24,not_preferred,less than once a month,clothing and fashion,no,rarely,categories,multiple pages,2,no,sometimes,others,always,yes,occasionally,no,yes,4,4,customer service,add more familiar brands to the list,889758
2023-06-11 23:15:37-05:30,60,male,less than once a month,beauty and personal care;clothing and fashion;home and kitchen;others,sometimes,multiple times a day,keyword,multiple pages,2,no,always,others,always,yes,moderately,sometimes,no,3,2,customer service,better app interface and lower shipping charges,261530
2023-06-06 18:57:14-05:30,54,others,few times per month,beauty and personal care;others,yes,few times per month,categories,first page,5,yes,never,changed my mind or no longer need the item,always,yes,moderately,yes,yes,2,3,customer service,customer service responsiveness,232202
